os,dtime,ip,local,gaid,adsid,reqid,up_price,correct_price,pkg_name,bid_id,bid_imp_id
0,2023-08-14 21:41:59,168.232.197.125,BR,77279f87-937c-4db4-914c-d533392a5f6d,106815995,f9b1c66d-c1f9-4172-8136-5a8f659e62cc,3.4608,3.4608,com.guochao.faceshow,4782762900283465729,3
0,2023-08-14 19:33:50,45.188.159.17,BR,6ad05eaa-c5e3-4ade-bb99-6c5c035779bb,106815995,f9a3afb5-241e-475e-98f1-742e13316037,22.5776,22.5776,com.centurygame.brazil,4782754667903853572,2
0,2023-08-14 19:33:51,45.188.159.17,BR,6ad05eaa-c5e3-4ade-bb99-6c5c035779bb,106815995,f9a3afb5-241e-475e-98f1-742e13316037,21.0464,21.0464,ccoomm.ajopsgb.saqwjdjd,4782754667903853572,3
0,2023-08-14 19:33:52,45.188.159.17,BR,6ad05eaa-c5e3-4ade-bb99-6c5c035779bb,106815995,f9a3afb5-241e-475e-98f1-742e13316037,29.0088,29.0088,com.cassinoslot.isdd,4782754667903853572,1
0,2023-08-14 01:32:50,191.183.37.146,BR,07276b14-9920-4565-9733-fc4748c8d843,106815995,f9a2cd7f-a1fe-436c-afe2-797671e3efce,16.9528,16.9528,ccoomm.ajopsgb.saqwjdjd,4782685028226219424,1
0,2023-08-14 01:32:51,191.183.37.146,BR,07276b14-9920-4565-9733-fc4748c8d843,106815995,f9a2cd7f-a1fe-436c-afe2-797671e3efce,17.4976,17.4976,powerful.slots.game,4782685028226219424,3
0,2023-08-14 01:32:50,191.183.37.146,BR,07276b14-9920-4565-9733-fc4748c8d843,106815995,f9a2cd7f-a1fe-436c-afe2-797671e3efce,15.1336,15.1336,com.bigqq.android.guess,4782685028226219424,2
0,2023-08-14 22:44:15,191.243.209.174,BR,ad38e9f5-2533-4c72-94ad-88e5fefae430,106815995,f9a04eff-ce28-4113-8921-5340f5d60088,0.6528,0.6528,com.rydfb6sad.e5d,4782766942922519268,2
0,2023-08-14 18:24:14,189.14.91.53,BR,6d8f6f45-2eea-4a54-a028-f5679cb164a1,106815995,f99de495-d9d2-43c0-8071-5f37f8694fab,1.0448,1.0448,lucky.bubble2048.fungame,4782750194696455700,4
0,2023-08-14 18:24:12,189.14.91.53,BR,6d8f6f45-2eea-4a54-a028-f5679cb164a1,106815995,f99de495-d9d2-43c0-8071-5f37f8694fab,1.0368,1.0368,com.woodland.marksman,4782750194696455700,3
0,2023-08-14 14:50:10,216.98.211.209,BR,5784cdd3-e9a4-4a61-b3c3-46a83fc879e5,106815995,f99dcf6f-5924-408e-8e5e-c62e31f5b01a,5.5424,5.5424,vnieurnvberv.boierhiueba.ncvueryeibre,4782736377785663816,2
0,2023-08-14 22:01:43,179.48.124.161,BR,33a66e97-1a90-4e57-9d00-083733feb59f,106815995,f9994ff1-8f09-4651-ad2c-ca5e716a12af,1.1224,1.1224,com.jewel.sliding.gemstone.tetra.block.puzzle,4782764200584936163,2
0,2023-08-14 08:30:31,189.29.146.87,BR,f3d54dfb-53be-48f6-a08b-795ae8b35baf,106815995,f9908bc6-a6bb-45fa-ab58-2e7706989458,9.8368,9.8368,com.hcz.luckytok,4782711869627473029,2
0,2023-08-14 08:30:51,189.29.146.87,BR,f3d54dfb-53be-48f6-a08b-795ae8b35baf,106815995,f9908bc6-a6bb-45fa-ab58-2e7706989458,63.4904,63.4904,com.zzkko,4782711869627473029,1
0,2023-08-14 08:30:39,189.29.146.87,BR,f3d54dfb-53be-48f6-a08b-795ae8b35baf,106815995,f9908bc6-a6bb-45fa-ab58-2e7706989458,10.4,10.4,com.worldwatcher.watichjun,4782711869627473029,6
0,2023-08-14 00:04:53,191.189.27.34,BR,a96522b3-df9b-4f8f-ae61-f8efcf1ecdb7,106815995,f98bf3f3-262b-4e8e-b6fa-cac54dcae1ba,9.1184,9.1184,com.risil.frwlbr31ju,4782679359946277147,6
0,2023-08-14 13:41:23,128.201.120.188,BR,c83eb05a-197f-45af-a891-7b7005e767a8,106815995,f98ba8b5-d81f-4b0c-a0f0-4d9ba422c63a,2.424,2.424,com.qvsaib.yskxyynf,4782731927125848803,3
0,2023-08-14 21:32:22,201.182.15.99,BR,13e060e5-8344-4836-a2a8-9a13eadfa425,106815995,f988d8ae-82fb-443b-b027-be99b04b3139,5.512,5.512,com.fu493f.ah3u5,4782762266774808879,4
0,2023-08-14 21:32:24,201.182.15.99,BR,13e060e5-8344-4836-a2a8-9a13eadfa425,106815995,f988d8ae-82fb-443b-b027-be99b04b3139,10.772,10.772,com.bvict.mouse,4782762266774808879,1
0,2023-08-14 21:32:22,201.182.15.99,BR,13e060e5-8344-4836-a2a8-9a13eadfa425,106815995,f988d8ae-82fb-443b-b027-be99b04b3139,5.0584,5.0584,com.slotssecre.ttreasures,4782762266774808879,2
0,2023-08-14 08:51:50,45.230.157.206,BR,864197de-277f-4d47-908b-21c707d38a7e,106815995,f98827ca-002c-4c2f-903c-31bcd0fb24c2,0.9472,0.9472,com.mathraddleguessing,4782713300927473254,1
0,2023-08-14 22:26:00,177.128.8.173,BR,c2621fc3-c8c1-414a-b64c-81d2fe47814d,106815995,f9861728-7fc1-4edf-bee8-650ac237dd85,4.7288,4.7288,com.dv1s0df2asd3f5qw2d5rqdg.lgf2h2s03sd4g7d8,4782765761806514865,3
0,2023-08-14 22:25:57,177.128.8.173,BR,c2621fc3-c8c1-414a-b64c-81d2fe47814d,106815995,f9861728-7fc1-4edf-bee8-650ac237dd85,3.6072,3.6072,com.crazy.bingo.fish.baz.google,4782765761806514865,1
0,2023-08-14 22:25:56,177.128.8.173,BR,c2621fc3-c8c1-414a-b64c-81d2fe47814d,106815995,f9861728-7fc1-4edf-bee8-650ac237dd85,3.5056,3.5056,com.centurygame.brazil,4782765761806514865,5
0,2023-08-14 02:04:45,167.250.138.80,BR,16719eab-44f3-4aaf-b172-a836507d3a37,106815995,f98108ec-de49-4ae9-a533-cfd569fe82cb,3.3616,3.3616,com.dlgame.coinpusher,4782687057602476697,5
0,2023-08-14 07:28:57,177.37.182.221,BR,9d3f91d4-78c4-4fd8-b328-8287a25f1017,106815995,f97d6ed0-c003-4a3d-bff5-434940437c92,5.5272,5.5272,club.kqcqbztodhd.sqvlifuk,4782707959056618192,3
0,2023-08-14 07:29:00,177.37.182.221,BR,9d3f91d4-78c4-4fd8-b328-8287a25f1017,106815995,f97d6ed0-c003-4a3d-bff5-434940437c92,6.5976,6.5976,lucky.bubble2048.fungame,4782707959056618192,4
0,2023-08-14 07:29:01,177.37.182.221,BR,9d3f91d4-78c4-4fd8-b328-8287a25f1017,106815995,f97d6ed0-c003-4a3d-bff5-434940437c92,11.0344,11.0344,com.fu493f.ah3u5,4782707959056618192,2
0,2023-08-14 02:36:25,168.194.67.217,BR,d592cda3-49ef-4df3-9c59-fec29a25f527,106815995,f97a4480-c499-4189-996d-13732c7c4a8a,0.8344,0.8344,com.risil.frwlbr31ju,4782689076237118097,5
0,2023-08-14 17:28:02,177.220.180.115,BR,66a423f7-fca3-4837-851e-1c7b746539db,106815995,f975d3ca-6fc1-426d-8fee-346effc910f4,0.968,0.968,com.kjv.bible.now,4782746555786469044,8
0,2023-08-14 20:10:28,187.19.244.131,BR,2e24a394-ddec-4e70-a10e-42be9bdb14f3,106815995,f974662d-7124-4a11-995a-bbfadbdc2f10,0.9352,0.9352,game.qhgwbehq.egbfjwbf.yys.qhewbrjqwb,4782757022615523803,1
0,2023-08-14 20:10:28,187.19.244.131,BR,2e24a394-ddec-4e70-a10e-42be9bdb14f3,106815995,f974662d-7124-4a11-995a-bbfadbdc2f10,0.8784,0.8784,com.m2P56p.A97Ng,4782757022615523803,3
0,2023-08-14 20:10:27,187.19.244.131,BR,2e24a394-ddec-4e70-a10e-42be9bdb14f3,106815995,f974662d-7124-4a11-995a-bbfadbdc2f10,0.5912,0.5912,com.lucky.colorful.game,4782757022615523803,6
0,2023-08-14 04:05:12,179.125.28.78,BR,35c5a33f-571f-4d5c-8aaa-c1bc6f1d2822,106815995,f9723ffa-95c9-41d8-b44e-575a1572589a,4.1472,4.1472,com.fortunelucky.kkop,4782694799276796961,10
0,2023-08-14 04:07:54,179.63.175.184,BR,a532fc15-d6c3-4ac3-bfb4-ed2191d63543,106815995,f96824c1-17e3-4111-aea9-10dd9a787cb5,1.5608,1.5608,club.kqcqbztodhd.sqvlifuk,4782695005440456237,2
0,2023-08-14 21:59:48,187.4.25.170,BR,0fad0c07-fefd-446a-9468-eaa2945d7630,106815995,f9642cdf-7250-4000-967e-9346b92ab29e,6.0528,6.0528,com.lucky.rabbit.slotgame,4782764032005321795,6
